reviewed by,Study,pub_reference,pub_year,loc_city.state,loc_state,lat,long,exp_type,reps,MAP,MAT,arridity_index,OM_pct,soil_type,pH,cc_spec,cc_type,cropsys_tillage,cc_tillage,cc_pDATE,cc_pDATE_DOYFORMULA DO NOT USE IN R,cc_pDATE_DOY,cc_pMNTH,cc_pMNTH2,cc_pDEN_kg.ha,cc_pMETH,cc_termDATE,CC_termDATE_DOYformula do not use,CC_termDATE_DOY,cc_termMETH,cc_termMETH2,crop_follow,crop_pDATE,cc_bm_kg.ha,cc_bmSE,cced_wd.den_num.m2,cced_wd.denSE,ctl_wd.den_num.m2,ctl_wd.denSE,cced_wd.bm_g.m2,cced_wd.bmSE,ctl_wd.bm_g.m2,ctl_wdbmSE,cced_yield_kg.ha,cced_yieldSE,ctl_yield_kg.ha,ctl_yieldSE
DW,6,"Fisk et al., 2001",2001,"East Landsing, MI",MI,42.4056,85.4008,RCBD,4,,,,,loam,6.7,berseem clover,legume,N,N,8-Aug,18220,220,November,11,16.8,drilled,spring before corn planting,.,.,herbicide,H,corn,mid-May,,,,,,,6.6,,13.1,,.,,,
GN,7,Forcella 2013,2013,"Stevens County, MN",MN,"45'41""N","95'48""W",RCBD-splitplot,4,,,,,loam,7.3,rye,grass,Y,N,9/2/2009,09245,245,September,9,73,drilled,6/11/2009,09162,162,roller crimper,M,soybean,June 11 2009,6000,1040,1,0.3,30,7.5,1,1,453,131.3,2080,110,2640,190
GN,7,Forcella 2013,2013,"Stevens County, MN",MN,"45'41""N","95'48""W",RCBD-splitplot,4,,,,,loam,7.3,rye,grass,Y,N,9/20/2009,09263,263,September,9,73,drilled,6/14/2011,11165,165,roller crimper,M,soybean,June 14 2011,6000,890,51,46.4,19,8.2,35,8.7,35,8.7,1960,120,1960,120
GN,8,Delate et al. 2011,2011,Greenfield IA,IA,,,RCBD,4,,,,,silty clay loam,.,winter wheat / Austrian winter pea,mixed,Y,N,10/31/2006,06304,304,October,10,84,drilled,25-May-07,07145,145,roller crimper,M,soybean,25-May-07,.,.,8.8,.,5.6,.,.,.,.,.,2862,.,3170,.
GN,8,Delate et al. 2011,2011,Greenfield IA,IA,,,RCBD,4,,,,,silty clay loam,.,rye / vetch,mixed,Y,N,10/31/2006,06304,304,October,10,108,drilled,25-May-07,07145,145,roller crimper,M,soybean,25-May-07,.,.,5,.,5.6,.,.,.,.,.,2724,.,3170,.
GN,8,Delate et al. 2011,2011,Greenfield IA,IA,,,RCBD,4,,,,,silty clay loam,.,winter wheat / Austrian winter pea,mixed,Y,N,10/31/2006,06304,304,October,10,84,drilled,25-May-07,07145,145,roller crimper,M,corn,25-May-07,.,.,10.9,.,3.5,.,.,.,.,.,640,.,7777,.
GN,8,Delate et al. 2011,2011,Greenfield IA,IA,,,RCBD,4,,,,,silty clay loam,.,rye / vetch,mixed,N,N,10/31/2006,06304,304,October,10,108,drilled,25-May-07,07145,145,roller crimper,M,corn,25-May-07,.,.,31.6,.,3.5,.,.,.,.,.,628,.,7777,.
DW,9,"Gallagher et al., 2003",2003,"Wooster, OH",OH,40.8051,81.9351,RCBD,4,,,,2.9,silt loam,7,wheat,grass,N,no,9/21/2018,18264,264,September,9,100,drilled,.,.,.,herbicide,H,soybean,11-May,3.4,.,.,.,.,.,500,,560,.,2300,.,1.8,.
DW,9,"Gallagher et al., 2003",2003,"Wooster, OH",OH,40.8051,81.9351,RCBD,4,,,,2.9,silt loam,7,wheat,grass,N,no,9/21/2018,18264,264,September,9,100,drilled,.,.,.,herbicide,H,soybean,5-May,3.5,.,.,.,.,.,2700,,2900,.,3200,.,2.6,.
DW,9,"Gallagher et al., 2003",2003,"Wooster, OH",OH,40.8051,81.9351,RCBD,4,,,,2.9,silt loam,7,vetch,legume,N,no,15-Aug,18227,227,August,8,22,drilled,.,.,.,herbicide,H,corn,20-Apr,4.5,.,.,.,.,.,310,,260,.,11900,.,13.5,.
DW,9,"Gallagher et al., 2003",2003,"Wooster, OH",OH,40.8051,81.9351,RCBD,4,,,,2.9,silt loam,7,vetch,legume,N,no,15-Aug,18227,227,August,8,22,drilled,.,.,.,herbicide,H,corn,25-Apr,4.1,.,.,.,.,.,130,,40,.,9000,.,8.5,.
DW,10,"Gieske et al., 2016",2016,"Lamberton, MN",MN,45.25,95.31,split plot,4,,,,,silt loam,,radish,brassica,Y,.,18-Aug,18230,230,August,8,19,drilled,.,.,.,.,.,corn,7-Jun,3831,188,187,.,193,.,,,.,.,4600,.,4700,.
DW,10,"Gieske et al., 2016",2016,"Lamberton, MN",MN,45.25,95.31,split plot,4,,,,,silt loam,,radish,brassica,Y,.,23-Aug,18235,235,August,8,19,drilled,.,.,.,.,.,corn,22-May,3019,141,73,.,83,.,,,.,.,11100,.,11200,.
DW,10,"Gieske et al., 2016",2016,"Rosemount, MN",MN,44.72,95.31,split plot,4,,,,,loam,,radish,brassica,Y,.,19-Aug,18231,231,August,8,19,drilled,.,.,.,.,.,corn,26-May,2612,151,87,.,97,.,,,.,.,9600,.,8800,.
DW,10,"Gieske et al., 2016",2016,"Rosemount, MN",MN,44.72,95.31,split plot,4,,,,,loam,,radish,brassica,Y,.,19-Aug,18231,231,August,8,19,drilled,.,.,.,.,.,corn,16-May,2767,116,209,.,251,.,,,,.,10500,.,10700,.
GN,11,Hoffman et al. 1993,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/28/1989,89240,240,Aug,8,45,drilled,4/27/1990,90117,117,rolling,M,corn,27-Apr-90,8130,.,8,.,41,.,17,,217,.,40,.,9770,.
GN,11,Hoffman et al. 1994,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/29/1989,89241,241,Aug,8,45,drilled,4/27/1990,90117,117, mowing,M,corn,27-Apr-90,5430,.,25,.,41,.,147,,217,.,3000,.,9770,.
GN,11,Hoffman et al. 1995,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/30/1989,89242,242,Aug,8,45,drilled,4/27/1990,90117,117,herbicide,M,corn,27-Apr-90,3410,.,50,.,41,.,150,,217,.,8020,.,9770,.
GN,11,Hoffman et al. 1996,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,8/31/1989,89243,243,Aug,8,45,drilled,5/24/1990,90144,144,rolling,M,corn,24-May-90,4830,.,16,.,34,.,43,,103,.,7630,.,8560,.
GN,11,Hoffman et al. 1997,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,9/1/1989,89244,244,Aug,8,45,drilled,5/24/1990,90144,144, mowing,M,corn,24-May-90,3510,.,23,.,34,.,128,,103,.,6830,.,8560,.
GN,11,Hoffman et al. 1998,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,9/2/1989,89245,245,Aug,8,45,drilled,5/24/1990,90144,144,herbicide,H,corn,24-May-90,3180,.,19,.,34,.,39,,103,.,7700,.,8560,.
GN,11,Hoffman et al. 1999,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,9/3/1989,89246,246,Aug,8,45,drilled,6/18/1990,90169,169,rolling,M,corn,June 18 1990,4960,.,5,.,20,.,28,,30,.,7510,.,5310,.
GN,11,Hoffman et al. 2000,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,9/4/1989,89247,247,Aug,8,45,drilled,6/18/1990,90169,169, mowing,M,corn,June 18 1990,6470,.,7,.,20,.,6,,30,.,5900,.,5310,.
GN,11,Hoffman et al. 2001,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,9/5/1989,89248,248,Aug,8,45,drilled,6/18/1990,90169,169,herbicide,H,corn,June 18 1990,4680,.,6,.,20,.,21,,30,.,5630,.,5310,.
GN,11,Hoffman et al. 2002,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,9/6/1989,89249,249,Aug,8,45,drilled,4/30/1991,91120,120,rolling,M,corn,30-Apr-91,4320,.,17,.,49,.,80,,647,.,920,.,2840,.
GN,11,Hoffman et al. 2003,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,9/7/1989,89250,250,Aug,8,45,drilled,4/30/1991,91120,120,chopping,M,corn,30-Apr-91,3750,.,17,.,49,.,231,,647,.,500,.,2840,.
GN,11,Hoffman et al. 2004,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,9/8/1989,89251,251,Aug,8,45,drilled,4/30/1991,91120,120, mowing,M,corn,30-Apr-91,2940,.,33,.,49,.,377,,647,.,580,.,2840,.
GN,11,Hoffman et al. 2005,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,9/9/1989,89252,252,Aug,8,45,drilled,4/30/1991,91120,120,herbicide,H,corn,30-Apr-91,1960,.,46,.,49,.,663,,647,.,720,.,2840,.
GN,11,Hoffman et al. 2006,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,9/10/1989,89253,253,Aug,8,45,drilled,16-May-91,91136,136,rolling,M,corn,16-May-91,3180,.,27,.,34,.,90,,152,.,3200,.,4130,.
GN,11,Hoffman et al. 2007,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,9/11/1989,89254,254,Aug,8,45,drilled,16-May-91,91136,136,chopping,M,corn,16-May-91,3360,.,25,.,34,.,165,,152,.,3660,.,4130,.
GN,11,Hoffman et al. 2008,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,9/12/1989,89255,255,Aug,8,45,drilled,16-May-91,91136,136, mowing,M,corn,16-May-91,2250,.,18,.,34,.,79,,152,.,3090,.,4130,.
GN,11,Hoffman et al. 2009,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,9/13/1989,89256,256,Aug,8,45,drilled,16-May-91,91136,136,herbicide,H,corn,16-May-91,3620,.,19,.,34,.,137,,152,.,3910,.,4130,.
GN,11,Hoffman et al. 2010,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,9/14/1989,89257,257,Aug,8,45,drilled,6/5/1991,91156,156,rolling,M,corn,June 5 1991,3640,.,6,.,2,.,39,,12,.,2410,.,3300,.
GN,11,Hoffman et al. 2011,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,9/15/1989,89258,258,Aug,8,45,drilled,6/6/1991,91157,157,chopping,M,corn,June 5 1991,3290,.,12,.,2,.,147,,12,.,2340,.,3300,.
GN,11,Hoffman et al. 2012,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,9/16/1989,89259,259,Aug,8,45,drilled,6/7/1991,91158,158, mowing,M,corn,June 5 1991,3130,.,10,.,2,.,71,,12,.,1670,.,3300,.
GN,11,Hoffman et al. 2013,1993,"Columbus, OH",OH,39.9612° N,82.9988° W,split plot,4,,,,,silt loam,,hairy vetch,legume,Y,N,9/17/1989,89260,260,Aug,8,45,drilled,6/8/1991,91159,159,herbicide,H,corn,June 5 1991,3720,.,4,.,2,.,35,,12,.,2830,.,3300,.
GN,12,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,6.6,hairy vetch,legume,Y,N,1-Sep,18244,244,Sept,9,42,broadcast,.,.,.,.,.,.,.,5600,.,108,.,431,.,10.3,.,119.3,.,.,.,.,.
GN,12,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,6.6,rye + hairy vetch,mix,Y,N,1-Sep,18244,244,Sept,9,21/47,broadcast,.,.,.,.,.,.,.,5100,.,123,.,431,.,6.3,.,119.3,.,.,.,.,.
GN,12,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,6.6,rye,grass,Y,N,1-Sep,18244,244,Sept,9,94,broadcast,.,.,.,.,.,.,.,4200,.,48,.,431,.,2.4,.,119.3,.,.,.,.,.
GN,12,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,6.6,hairy vetch,legume,Y,N,1-Sep,18244,244,Sept,9,42,broadcast,.,.,.,.,.,.,.,4500,.,500,.,1120,.,46.2,.,156.3,.,.,.,.,.
GN,12,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,6.6,rye + hairy vetch,mix,Y,N,1-Sep,18244,244,Sept,9,21/47,broadcast,.,.,.,.,.,.,.,3800,.,323,.,1120,.,9.2,.,156.3,.,.,.,.,.
GN,12,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,6.6,rye,grass,Y,N,1-Sep,18244,244,Sept,9,94,broadcast,.,.,.,.,.,.,.,3500,.,364,.,1120,.,8.6,.,156.3,.,.,.,.,.
GN,12,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,7.9,hairy vetch,legume,Y,N,5-Sep,18248,248,Sept,9,45,drilled,.,.,.,.,.,.,.,4500,.,159,.,139,.,.,.,.,.,.,.,.,.
GN,12,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,7.9,rye + hairy vetch,mix,Y,N,5-Sep,18248,248,Sept,9,22.5/62.5,drilled,.,.,.,.,.,.,.,7000,.,66,.,139,.,.,.,.,.,.,.,.,.
GN,12,Hayden et al. 2012,2012,"Holt, MI",MI,42deg40'N,84deg28'W,RCBD,4,,,,,loamy sand,7.9,rye,grass,Y,N,5-Sep,18248,248,Sept,9,125,drilled,.,.,.,.,.,.,.,4500,.,72,.,139,.,.,.,.,.,.,.,.,.
DW,13,"Mock et al., 2012",2012,"West Lafayette, IN",IN,40.4259,86.9081,RCBD split plot,6,,,,3,silt loam,6.3,winter wheat,grass,N,N,10/7/2018,18280,280,Oct,10,67,drilled,1-May,18121,121,herbicide,H,corn/soy,10-May,.,.,149,.,9,.,.,.,.,.,.,.,.,.
DW,13,"Mock et al., 2012",2012,"West Lafayette, IN",IN,40.4259,86.9081,RCBD split plot,6,,,,3,silt loam,6.3,rye grass,grass,N,N,10/7/2018,18280,280,Oct,10,34,broadcast,1-May,18121,121,herbicide,H,corn/soy,10-May,.,.,332,.,9,.,.,.,.,.,.,.,.,.
DW,13,"Mock et al., 2012",2012,"Vincennes, IN",IN,38.6773,87.5286,RCBD split plot,6,,,,1,silt loam,6.9,winter wheat,grass,N,N,10/7/2018,18280,280,Oct,10,67,drilled,1-May,18121,121,herbicide,H,corn/soy,10-May,.,.,377,.,77,.,.,.,.,.,.,.,.,.
DW,13,"Mock et al., 2012",2012,"Vincennes, IN",IN,38.6773,87.5286,RCBD split plot,6,,,,1,silt loam,6.9,rye grass,grass,N,N,10/7/2018,18280,280,Oct,10,34,broadcast,1-May,18121,121,herbicide,H,corn/soy,10-May,.,.,393,.,77,.,.,.,.,.,.,.,.,.
